"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"587",13,"Jack Endries",CIN,"TE101","6","-","-","3 out of 5 stars","-"
"588",13,"Jalen Milroe",SEA,"QB52","11","-","-","4 out of 5 stars","-"
"589",13,"Albert Okwuegbunam Jr.",LV,"TE102","13","-","-","3 out of 5 stars","-"
"590",13,"Spencer Rattler",NO,"QB53","8","-","-","3 out of 5 stars","-"
"591",13,"Davis Mills",HOU,"QB54","8","-","-","4 out of 5 stars","-"
"592",13,"Alexander Mattison",FA,"RB156","-","-","-","-","-274"
"593",13,"Ulysses Bentley IV",IND,"RB157","13","-","-","4 out of 5 stars","-"
"594",13,"Drew Allar",PIT,"QB55","9","-","-","2 out of 5 stars","-"
"595",13,"Mason Kinsey",TEN,"WR215","9","-","-","3 out of 5 stars","-"
"596",13,"Charlie Jones",CIN,"WR216","6","-","-","4 out of 5 stars","-"
"597",13,"Myles Montgomery",FA,"RB158","-","-","-","-","-"
"598",13,"Elijah Tau-Tolliver",BAL,"RB159","13","-","-","3 out of 5 stars","-"
"599",13,"Dohnte Meyers",CIN,"WR217","6","-","-","4 out of 5 stars","-"
"600",13,"Trey Lance",LAC,"QB56","7","-","-","2 out of 5 stars","-"
"601",13,"Andre Szmyt",CLE,"K35","11","-","-","5 out of 5 stars","-"
"602",13,"Joe Royer",CLE,"TE103","11","-","-","3 out of 5 stars","-"
"603",13,"Kalel Mullings",TEN,"RB160","9","-","-","3 out of 5 stars","-"
"604",13,"Tyson Bagent",CHI,"QB57","10","-","-","3 out of 5 stars","-"
"605",13,"Seydou Traore",MIA,"TE104","6","-","-","5 out of 5 stars","-"
"606",13,"Mason Rudolph",PIT,"QB58","9","-","-","2 out of 5 stars","-"
"607",13,"Bauer Sharp",TB,"TE105","10","-","-","2 out of 5 stars","-"
"608",13,"Grant Calcaterra",PHI,"TE106","10","-","-","4 out of 5 stars","-"
"609",13,"JaMycal Hasty",NE,"RB161","11","-","-","2 out of 5 stars","-"
"610",13,"Stone Smartt",PHI,"TE107","10","-","-","4 out of 5 stars","-"
"611",13,"Charlie Woerner",ATL,"TE108","11","-","-","3 out of 5 stars","-"
"612",13,"Eric Saubert",SEA,"TE109","11","-","-","3 out of 5 stars","-"
"613",13,"Dominic Zvada",NYG,"K36","8","-","-","2 out of 5 stars","-"
"614",13,"Tip Reiman",ARI,"TE110","14","-","-","2 out of 5 stars","-"
"615",13,"Craig Reynolds",WAS,"RB162","7","-","-","4 out of 5 stars","-"
"616",13,"Joel Wilson",TEN,"TE111","9","-","-","3 out of 5 stars","-"
"617",13,"Corey Kiner",ARI,"RB163","14","-","-","2 out of 5 stars","-"
"618",13,"Isaiah Hodgins",NYG,"WR218","8","-","-","4 out of 5 stars","-"
"619",13,"Brevin Jordan",HOU,"TE112","8","-","-","4 out of 5 stars","-"
"620",13,"Jared Wiley",KC,"TE113","5","-","-","4 out of 5 stars","-"
"621",13,"Drew Ogletree",IND,"TE114","13","-","-","3 out of 5 stars","-"
"622",13,"Carsen Ryan",CLE,"TE115","11","-","-","3 out of 5 stars","-"
"623",13,"Donovan Edwards",MIA,"RB164","6","-","-","3 out of 5 stars","-"
"624",13,"Jake Briningstool",KC,"TE116","5","-","-","4 out of 5 stars","-292"
"625",13,"Joshua Simon",ATL,"TE117","11","-","-","3 out of 5 stars","-"
"626",13,"Ty Pezza",BAL,"TE118","13","-","-","4 out of 5 stars","-"
"627",13,"Kylen Granson",TEN,"TE119","9","-","-","3 out of 5 stars","-"
"628",13,"Gavin Bartholomew",MIN,"TE120","6","-","-","4 out of 5 stars","-"
"629",13,"Teagan Quitoriano",ARI,"TE121","14","-","-","2 out of 5 stars","-"
"630",13,"Ben Yurosek",MIN,"TE122","6","-","-","4 out of 5 stars","-"
"631",14,"Kendrick Law",DET,"WR219","6","-","-","4 out of 5 stars","-"
"632",14,"Ian Thomas",LV,"TE123","13","-","-","3 out of 5 stars","-299"
"633",14,"JuJu Smith-Schuster",FA,"WR220","-","-","-","-","-"
"634",14,"Jack Stoll",CLE,"TE124","11","-","-","3 out of 5 stars","-"
"635",14,"Devin Culp",TB,"TE125","10","-","-","2 out of 5 stars","-"
"636",14,"Tahj Washington",PHI,"WR221","10","-","-","4 out of 5 stars","-"
"637",14,"Montorie Foster Jr.",SEA,"WR222","11","-","-","3 out of 5 stars","-"
"638",14,"Jermar Jefferson",MIN,"RB165","6","-","-","4 out of 5 stars","-"
"639",14,"Will Mallory",IND,"TE126","13","-","-","3 out of 5 stars","-"
"640",14,"Bub Means",NO,"WR223","8","-","-","3 out of 5 stars","-"
"641",14,"Michael Wortham",JAC,"WR224","7","-","-","4 out of 5 stars","-"
"642",14,"Jack Velling",ATL,"TE127","11","-","-","3 out of 5 stars","-"
"643",14,"Michael Briscoe",MIN,"WR225","6","-","-","5 out of 5 stars","-"
"644",14,"Kendric Pryor",CIN,"WR226","6","-","-","4 out of 5 stars","-"
"645",14,"Bryson Nesbit",MIN,"TE128","6","-","-","4 out of 5 stars","-"
"646",14,"J. Michael Sturdivant",GB,"WR227","11","-","-","5 out of 5 stars","-"
"647",14,"Ameer Abdullah",JAC,"RB166","7","-","-","4 out of 5 stars","-"
"648",14,"Cole Turner",MIA,"TE129","6","-","-","5 out of 5 stars","-"
"649",14,"K.J. Osborn",TEN,"WR228","9","-","-","3 out of 5 stars","-"
"650",14,"Dominic Lovett",DET,"WR229","6","-","-","4 out of 5 stars","-"
"651",14,"Cooper Rush",ATL,"QB59","11","-","-","4 out of 5 stars","-"
"652",14,"Lucas Krull",DEN,"TE130","10","-","-","4 out of 5 stars","-"
"653",14,"Tyler Johnson",DAL,"WR230","14","-","-","2 out of 5 stars","-"
"654",14,"Brayden Willis",SF,"TE131","8","-","-","3 out of 5 stars","-"
"655",14,"Tanner Conner",NYG,"TE132","8","-","-","3 out of 5 stars","-"
"656",14,"Ray-Ray McCloud III",CHI,"WR231","10","-","-","3 out of 5 stars","-"
"657",14,"Colson Yankoff",WAS,"TE133","7","-","-","1 out of 5 stars","-"
"658",14,"Johnny Mundt",PHI,"TE134","10","-","-","4 out of 5 stars","-"
"659",14,"Terrace Marshall Jr.",MIA,"WR232","6","-","-","3 out of 5 stars","-"
"660",14,"Ronnie Bell",NO,"WR233","8","-","-","3 out of 5 stars","-"
"661",14,"Jabari Small",DET,"RB167","6","-","-","5 out of 5 stars","-"
"662",14,"Tyler Scott",LAR,"WR234","11","-","-","1 out of 5 stars","-"
"663",14,"Chris Manhertz",NYG,"TE135","8","-","-","3 out of 5 stars","-"
"664",14,"Hassan Haskins",NE,"RB168","11","-","-","2 out of 5 stars","-"
"665",14,"Hunter Long",JAC,"TE136","7","-","-","3 out of 5 stars","-"
"666",14,"Noah Brown",FA,"WR235","-","-","-","-","-403"
"667",14,"Brenden Bates",FA,"TE137","-","-","-","-","-"
"668",14,"Quintin Morris",JAC,"TE138","7","-","-","3 out of 5 stars","-"
"669",14,"David Martin-Robinson",TEN,"TE139","9","-","-","3 out of 5 stars","-"
"670",14,"Hayden Rucci",SF,"TE140","8","-","-","3 out of 5 stars","-"
"671",14,"Riley Patterson",MIA,"K37","6","-","-","2 out of 5 stars","-"
"672",14,"Rivaldo Fairweather",ARI,"TE141","14","-","-","2 out of 5 stars","-"
"673",14,"Kansei Matsuzawa",LV,"K38","13","-","-","1 out of 5 stars","-"
"674",14,"Ko Kieft",TB,"TE142","10","-","-","2 out of 5 stars","-"
"675",14,"CJ Dippre",NE,"TE143","11","-","-","4 out of 5 stars","-"
"676",14,"Jamal Haynes",CIN,"RB169","6","-","-","2 out of 5 stars","-"
"677",14,"Jack Westover",NE,"TE144","11","-","-","4 out of 5 stars","-"
"678",14,"Tanner Brown",NO,"K39","8","-","-","5 out of 5 stars","-"
"679",14,"Cameron Latu",PHI,"TE145","10","-","-","4 out of 5 stars","-"
"680",14,"Princeton Fant",DAL,"TE146","14","-","-","2 out of 5 stars","-"
"681",14,"Dean Connors",LAR,"RB170","11","-","-","5 out of 5 stars","-"
"682",14,"Curtis Samuel",FA,"WR236","-","-","-","-","-"
"683",14,"Dalevon Campbell",LAC,"WR237","7","-","-","2 out of 5 stars","-"
"684",14,"Zach Horton",DET,"TE147","6","-","-","3 out of 5 stars","-"
"685",14,"Tanner Arkin",NE,"TE148","11","-","-","4 out of 5 stars","-"
"686",14,"Lance Mason",PIT,"TE149","9","-","-","2 out of 5 stars","-"
"687",14,"Xavier Weaver",ARI,"WR238","14","-","-","2 out of 5 stars","-"
"688",14,"Dante Pettis",BUF,"WR239","7","-","-","4 out of 5 stars","-"
"689",14,"Joshua Cephus",FA,"WR240","-","-","-","-","-"
"690",14,"Deontay Burnett",FA,"WR241","-","-","-","-","-"
"691",14,"Shedrick Jackson",LV,"WR242","13","-","-","2 out of 5 stars","-"
"692",14,"Kenny Fletcher Jr.",TB,"TE150","10","-","-","2 out of 5 stars","-"
"693",14,"James Mitchell",CAR,"TE151","5","-","-","2 out of 5 stars","-"
"694",14,"Lake McRee",PIT,"TE152","9","-","-","2 out of 5 stars","-"
"695",14,"Deven Thompkins",LV,"WR243","13","-","-","2 out of 5 stars","-"
"696",14,"John Michael Gyllenborg",KC,"TE153","5","-","-","4 out of 5 stars","-"
"697",14,"B.T. Potter",TB,"K40","10","-","-","3 out of 5 stars","-"
"698",14,"E.J. Jenkins",PHI,"TE154","10","-","-","4 out of 5 stars","-"
"699",14,"Chase Curtis",NYJ,"TE155","13","-","-","4 out of 5 stars","-"
"700",14,"Chris Moore",BAL,"WR244","13","-","-","4 out of 5 stars","-"
"701",14,"DJ Rogers",DAL,"TE156","14","-","-","2 out of 5 stars","-"
"702",14,"Tylan Wallace",CLE,"WR245","11","-","-","3 out of 5 stars","-"
"703",14,"Dylan Drummond",ATL,"WR246","11","-","-","3 out of 5 stars","-"
"704",14,"Kentrel Bullock",CIN,"RB171","6","-","-","2 out of 5 stars","-"
"705",14,"Nick Kallerup",SEA,"TE157","11","-","-","3 out of 5 stars","-"
"706",14,"Tay Martin",DET,"WR247","6","-","-","4 out of 5 stars","-"
"707",14,"Dontae McMillan",BAL,"RB172","13","-","-","3 out of 5 stars","-"
"708",14,"Quentin Moore",WAS,"TE158","7","-","-","1 out of 5 stars","-"
"709",14,"Braxton Berrios",NYG,"WR248","8","-","-","4 out of 5 stars","-"
"710",14,"Cam Grandy",CIN,"TE159","6","-","-","3 out of 5 stars","-"
"711",14,"Sterling Shepard",HOU,"WR249","8","-","-","3 out of 5 stars","-"
"712",14,"Tom Kennedy",DET,"WR250","6","-","-","4 out of 5 stars","-"
"713",14,"Zay Jones",HOU,"WR251","8","-","-","3 out of 5 stars","-"
"714",14,"Gunner Olszewski",NYG,"WR252","8","-","-","4 out of 5 stars","-"
"715",14,"Patrick Herbert",JAC,"TE160","7","-","-","3 out of 5 stars","-"
"716",14,"Shane Zylstra",BUF,"TE161","7","-","-","3 out of 5 stars","-"
"717",14,"AJ Dillon",CAR,"RB173","5","-","-","1 out of 5 stars","-"
"718",14,"Taysom Hill",FA,"TE162","-","-","-","-","-"
"719",14,"Zaire Mitchell-Paden",NO,"TE163","8","-","-","2 out of 5 stars","-"
"720",14,"LaJohntay Wester",BAL,"WR253","13","-","-","4 out of 5 stars","-"
"721",14,"Jalin Hyatt",NYG,"WR254","8","-","-","4 out of 5 stars","-"
"722",14,"Messiah Swinson",GB,"TE164","11","-","-","2 out of 5 stars","-"
"723",14,"KhaDarel Hodge",SF,"WR255","8","-","-","2 out of 5 stars","-"
"724",14,"Carter Runyon",LV,"TE165","13","-","-","3 out of 5 stars","-"
"725",14,"Brittain Brown",CHI,"RB174","10","-","-","2 out of 5 stars","-"
"726",14,"Treyton Welch",NO,"TE166","8","-","-","2 out of 5 stars","-"
"727",14,"Jamari Thrash",CLE,"WR256","11","-","-","3 out of 5 stars","-"
"728",14,"Thomas Gordon",DET,"TE167","6","-","-","3 out of 5 stars","-"
"729",14,"Keleki Latu",BUF,"TE168","7","-","-","3 out of 5 stars","-"
"730",14,"Ryan Miller",MIA,"WR257","6","-","-","3 out of 5 stars","-"
"731",14,"Chip Trayanum",NYJ,"RB175","13","-","-","3 out of 5 stars","-"
"732",14,"Gary Brightwell",CIN,"RB176","6","-","-","2 out of 5 stars","-"
"733",14,"Samori Toure",PHI,"WR258","10","-","-","4 out of 5 stars","-"
"734",14,"Austin Trammell",JAC,"WR259","7","-","-","4 out of 5 stars","-"
"735",14,"Bryce Oliver",TEN,"WR260","9","-","-","3 out of 5 stars","-"
"736",14,"Thomas Fidone II",NYG,"TE169","8","-","-","3 out of 5 stars","-"
"737",14,"Carson Towt",IND,"TE170","13","-","-","3 out of 5 stars","-"
"738",14,"Simi Fehoko",ARI,"WR261","14","-","-","2 out of 5 stars","-"
"739",14,"Evan Svoboda",LAC,"TE171","7","-","-","4 out of 5 stars","-"
"740",14,"CJ Donaldson",NO,"RB177","8","-","-","3 out of 5 stars","-"
"741",14,"Cody Hardy",NO,"TE172","8","-","-","2 out of 5 stars","-"
"742",14,"Patrick Gurd",LV,"TE173","13","-","-","3 out of 5 stars","-"
"743",14,"Jordan Waters",LAR,"RB178","11","-","-","5 out of 5 stars","-"
"744",14,"Dallen Bentley",DEN,"TE174","10","-","-","4 out of 5 stars","-"
"745",14,"Xavier Gipson",NYG,"WR262","8","-","-","4 out of 5 stars","-"
"746",14,"Jason Brownlee",KC,"WR263","5","-","-","2 out of 5 stars","-"
"747",14,"Patrick Taylor Jr.",SF,"RB179","8","-","-","2 out of 5 stars","-"
"748",14,"Jameson Geers",ARI,"TE175","14","-","-","2 out of 5 stars","-"
"749",14,"Alex Bachman",LAR,"WR264","11","-","-","1 out of 5 stars","-"
"750",14,"Johnny Pascuzzi",LAC,"TE176","7","-","-","4 out of 5 stars","-"
"751",14,"Jarrett Stidham",DEN,"QB60","10","-","-","3 out of 5 stars","-"
"752",14,"Tyler Huntley",BAL,"QB61","13","-","-","3 out of 5 stars","-"
"753",14,"Tim Jones",JAC,"WR265","7","-","-","4 out of 5 stars","-"
"754",14,"Trent Sherfield Sr.",BUF,"WR266","7","-","-","4 out of 5 stars","-"
"755",14,"Layne Pryor",HOU,"TE177","8","-","-","4 out of 5 stars","-"
"756",14,"Jimmy Holiday",KC,"WR267","5","-","-","2 out of 5 stars","-"
"757",14,"Tommy DeVito",NE,"QB62","11","-","-","2 out of 5 stars","-"
"758",14,"Hayden Large",CHI,"TE178","10","-","-","2 out of 5 stars","-"
"759",14,"Taylen Green",CLE,"QB63","11","-","-","4 out of 5 stars","-"
"760",14,"Jaren Kanak",TEN,"TE179","9","-","-","3 out of 5 stars","-"
"761",14,"Cody Schrader",DEN,"RB180","10","-","-","2 out of 5 stars","-"
"762",14,"Ethan Conner",MIA,"TE180","6","-","-","5 out of 5 stars","-"
"763",14,"Will Howard",PIT,"QB64","9","-","-","2 out of 5 stars","-"
"764",14,"Mitchell Trubisky",TEN,"QB65","9","-","-","3 out of 5 stars","-"
"765",14,"Garrett Nussmeier",KC,"QB66","5","-","-","2 out of 5 stars","-"
"766",14,"Sean McKeon",IND,"TE181","13","-","-","3 out of 5 stars","-"
"767",14,"Sam Howell",DAL,"QB67","14","-","-","2 out of 5 stars","-"
"768",14,"Andy Dalton",PHI,"QB68","10","-","-","5 out of 5 stars","-"
"769",14,"Kenny McIntosh",FA,"RB181","-","-","-","-","-"
"770",14,"Zamir White",NO,"RB182","8","-","-","3 out of 5 stars","-"
"771",14,"Tejhaun Palmer",NE,"WR268","11","-","-","2 out of 5 stars","-"
"772",14,"Will Levis",TEN,"QB69","9","-","-","3 out of 5 stars","-"
"773",14,"Kenny Pickett",CAR,"QB70","5","-","-","2 out of 5 stars","-"
"774",14,"Drew Lock",SEA,"QB71","11","-","-","4 out of 5 stars","-"
"775",14,"Davon Booth",CLE,"RB183","11","-","-","3 out of 5 stars","-"
"776",14,"Tanner McKee",PHI,"QB72","10","-","-","5 out of 5 stars","-"
"777",14,"Beaux Collins",ATL,"WR269","11","-","-","3 out of 5 stars","-"
"778",14,"Jaden Nixon",GB,"RB184","11","-","-","4 out of 5 stars","-"
"779",14,"Dillon Gabriel",CLE,"QB73","11","-","-","4 out of 5 stars","-"
"780",14,"Mario Williams",FA,"WR270","-","-","-","-","-"
"781",14,"Dalen Cambre",NYG,"WR271","8","-","-","4 out of 5 stars","-"
"782",15,"Kyle Allen",BUF,"QB74","7","-","-","3 out of 5 stars","-"
"783",15,"Behren Morton",NE,"QB75","11","-","-","2 out of 5 stars","-"
"784",15,"Carson Wentz",MIN,"QB76","6","-","-","5 out of 5 stars","-"
"785",15,"Malik Turner",SF,"WR272","8","-","-","2 out of 5 stars","-"
"786",15,"Luke Altmyer",DET,"QB77","6","-","-","5 out of 5 stars","-"
"787",15,"Kurtis Rourke",SF,"QB78","8","-","-","1 out of 5 stars","-"
"788",15,"Sam Ehlinger",DEN,"QB79","10","-","-","3 out of 5 stars","-"
"789",15,"Tre Watson",KC,"TE182","5","-","-","4 out of 5 stars","-"
"790",15,"Joshua Dobbs",DET,"QB80","6","-","-","5 out of 5 stars","-"
"791",15,"Raheem Mostert",LV,"RB185","13","-","-","2 out of 5 stars","-"
"792",15,"Athan Kaliakmanis",WAS,"QB81","7","-","-","2 out of 5 stars","-"
"793",15,"Stetson Bennett IV",LAR,"QB82","11","-","-","3 out of 5 stars","-"
"794",15,"Julius Chestnut",TEN,"RB186","9","-","-","3 out of 5 stars","-"
"795",15,"Nick Mullens",JAC,"QB83","7","-","-","4 out of 5 stars","-"
"796",15,"Brady Cook",NYJ,"QB84","13","-","-","4 out of 5 stars","-"
"797",15,"RJ Maryland",GB,"TE183","11","-","-","2 out of 5 stars","-"
"798",15,"Jack Strand",ATL,"QB85","11","-","-","4 out of 5 stars","-"
"799",15,"Josh Johnson",CIN,"QB86","6","-","-","3 out of 5 stars","-"
"800",15,"Carson Steele",PHI,"RB187","10","-","-","4 out of 5 stars","-"
"801",15,"Nikola Kalinic",CHI,"TE184","10","-","-","2 out of 5 stars","-"
"802",15,"Aidan O'Connell",LV,"QB87","13","-","-","1 out of 5 stars","-"
"803",15,"Zach Wilson",NO,"QB88","8","-","-","3 out of 5 stars","-"
"804",15,"Raheem Blackshear",FA,"RB188","-","-","-","-","-"
"805",15,"DJ Uiagalelei",LAC,"QB89","7","-","-","2 out of 5 stars","-"
"806",15,"EJ Smith",KC,"RB189","5","-","-","3 out of 5 stars","-"
"807",15,"Kyle McCord",GB,"QB90","11","-","-","4 out of 5 stars","-"
"808",15,"Cam Akers",FA,"RB190","-","-","-","-","-"
"809",15,"Salvon Ahmed",CHI,"RB191","10","-","-","2 out of 5 stars","-"
"810",15,"Haynes King",CAR,"QB91","5","-","-","2 out of 5 stars","-"
"811",15,"Brandon Allen",NYG,"QB92","8","-","-","4 out of 5 stars","-"
"812",15,"Sam Hartman",WAS,"QB93","7","-","-","2 out of 5 stars","-"
"813",15,"Shane Buechele",BUF,"QB94","7","-","-","3 out of 5 stars","-"
"814",15,"Cam Miller",MIA,"QB95","6","-","-","3 out of 5 stars","-"
"815",15,"Anthony Hankerson",FA,"RB192","-","-","-","-","-"
"816",15,"Case Keenum",CHI,"QB96","10","-","-","3 out of 5 stars","-"
"817",15,"Jalon Daniels",TB,"QB97","10","-","-","2 out of 5 stars","-"
"818",15,"Jacardia Wright",SEA,"RB193","11","-","-","4 out of 5 stars","-"
"819",15,"Evan Hull",ARI,"RB194","14","-","-","2 out of 5 stars","-"
"820",15,"Israel Abanikanda",DAL,"RB195","14","-","-","4 out of 5 stars","-"
"821",15,"Coleman Bennett",MIA,"RB196","6","-","-","3 out of 5 stars","-"
"822",15,"Josiah Deguara",NYG,"TE185","8","-","-","3 out of 5 stars","-"
"823",15,"Kendall Milton",CIN,"RB197","6","-","-","2 out of 5 stars","-"
"824",15,"Andrew Beck",NYJ,"TE186","13","-","-","4 out of 5 stars","-"
"825",15,"Dante Miller",FA,"RB198","-","-","-","-","-"
"826",15,"Owen Wright",HOU,"RB199","8","-","-","4 out of 5 stars","-"
"827",15,"Pharaoh Brown",IND,"TE187","13","-","-","3 out of 5 stars","-"
"828",15,"Damon Bankston",NYG,"RB200","8","-","-","4 out of 5 stars","-"
"829",15,"Chris Myarick",LV,"TE188","13","-","-","3 out of 5 stars","-"
"830",15,"Vinny Anthony II",ATL,"WR273","11","-","-","3 out of 5 stars","-"
"831",15,"Ricky White III",SEA,"WR274","11","-","-","3 out of 5 stars","-"
"832",15,"Chris Collier",LV,"RB201","13","-","-","2 out of 5 stars","-"
"833",15,"Dominic Richardson",NYJ,"RB202","13","-","-","3 out of 5 stars","-"
"834",15,"JJ Galbreath",IND,"TE189","13","-","-","3 out of 5 stars","-"
"835",15,"Connor Heyward",LV,"TE190","13","-","-","3 out of 5 stars","-"
"836",15,"Stephen Carlson",CHI,"TE191","10","-","-","2 out of 5 stars","-"
"837",15,"Terion Stewart",KC,"RB203","5","-","-","3 out of 5 stars","-"
"838",15,"Mark Redman",LAR,"TE192","11","-","-","4 out of 5 stars","-"
"839",15,"Dan Villari",LAR,"TE193","11","-","-","4 out of 5 stars","-"
"840",15,"Gus Edwards",FA,"RB204","-","-","-","-","-"
"841",15,"Desmond Reid",FA,"RB205","-","-","-","-","-"
"842",15,"Rohan Jones",LAR,"TE194","11","-","-","4 out of 5 stars","-"
"843",15,"Josh Kattus",CIN,"TE195","6","-","-","3 out of 5 stars","-"
"844",15,"Amar Johnson",LAC,"RB206","7","-","-","3 out of 5 stars","-"
"845",15,"Zack Moss",FA,"RB207","-","-","-","-","-"
"846",15,"Jeff Caldwell",KC,"WR275","5","-","-","2 out of 5 stars","-"
"847",15,"Jeff Wilson Jr.",FA,"RB208","-","-","-","-","-"
"848",15,"Royce Freeman",FA,"RB209","-","-","-","-","-"
"849",15,"Nick Vannett",SEA,"TE196","11","-","-","3 out of 5 stars","-"
"850",15,"Trayveon Williams",DET,"RB210","6","-","-","5 out of 5 stars","-"
"851",15,"D'Onta Foreman",FA,"RB211","-","-","-","-","-"
"852",15,"Dare Ogunbowale",LV,"RB212","13","-","-","2 out of 5 stars","-"
"853",15,"Carlos Washington Jr.",MIA,"RB213","6","-","-","3 out of 5 stars","-"
"854",15,"Laquon Treadwell",IND,"WR276","13","-","-","4 out of 5 stars","-"
"855",15,"Gregory Desrosiers",LAC,"RB214","7","-","-","3 out of 5 stars","-"
"856",15,"Clyde Edwards-Helaire",FA,"RB215","-","-","-","-","-"
"857",15,"Caleb Lohner",DEN,"TE197","10","-","-","4 out of 5 stars","-"
"858",15,"Myles Gaskin",FA,"RB216","-","-","-","-","-"
"859",15,"Jashaun Corbin",DAL,"RB217","14","-","-","4 out of 5 stars","-"
"860",15,"Darrynton Evans",FA,"RB218","-","-","-","-","-"
"861",15,"Tyrion Davis-Price",FA,"RB219","-","-","-","-","-"
"862",15,"Emmanuel Henderson Jr.",SEA,"WR277","11","-","-","3 out of 5 stars","-"
"863",15,"Camden Brown",DAL,"WR278","14","-","-","2 out of 5 stars","-"
"864",15,"D'Ernest Johnson",TEN,"RB220","9","-","-","3 out of 5 stars","-"
"865",16,"Eli Pancol",IND,"WR279","13","-","-","4 out of 5 stars","-"
"866",16,"Lucas Scott",BAL,"RB221","13","-","-","3 out of 5 stars","-"
"867",16,"Andrew Armstrong",KC,"WR280","5","-","-","2 out of 5 stars","-"
"868",16,"Isaiah Neyor",GB,"WR281","11","-","-","5 out of 5 stars","-"
"869",16,"Sederrick Cunningham",FA,"WR282","-","-","-","-","-"
"870",16,"Raylen Sharpe",IND,"WR283","13","-","-","4 out of 5 stars","-"
"871",16,"Brandon Smith",PIT,"WR284","9","-","-","3 out of 5 stars","-"
"872",16,"Jacob De Jesus",KC,"WR285","5","-","-","2 out of 5 stars","-"
"873",16,"Omari Kelly",CHI,"WR286","10","-","-","3 out of 5 stars","-"
"874",16,"Sahmir Hagans",IND,"WR287","13","-","-","4 out of 5 stars","-"
"875",16,"Anthony Smith",DAL,"WR288","14","-","-","2 out of 5 stars","-"
"876",16,"Brennan Presley",LAR,"WR289","11","-","-","1 out of 5 stars","-"
"877",16,"Kaden Prather",GB,"WR290","11","-","-","5 out of 5 stars","-"
"878",16,"Omari Evans",KC,"WR291","5","-","-","2 out of 5 stars","-"
"879",16,"Brock Lampe",SEA,"RB222","11","-","-","4 out of 5 stars","-"
"880",16,"JP Richardson",CHI,"WR292","10","-","-","3 out of 5 stars","-"
"881",16,"Tru Edwards",LAR,"WR293","11","-","-","1 out of 5 stars","-"
"882",16,"Xavier Loyd",KC,"WR294","5","-","-","2 out of 5 stars","-"
"883",16,"Quez Watkins",PHI,"WR295","10","-","-","4 out of 5 stars","-"
"884",16,"Jordan Moore",CIN,"WR296","6","-","-","4 out of 5 stars","-"
"885",16,"Nick Nash",WAS,"WR297","7","-","-","2 out of 5 stars","-"
"886",16,"Devonte Ross",LAC,"WR298","7","-","-","2 out of 5 stars","-"
"887",16,"Lewis Bond",HOU,"WR299","8","-","-","3 out of 5 stars","-"
"888",16,"Chris Hilton Jr.",GB,"WR300","11","-","-","5 out of 5 stars","-"
"889",16,"Jamaal Pritchett",NYJ,"WR301","13","-","-","4 out of 5 stars","-"
"890",16,"Sincere Brown",LAC,"WR302","7","-","-","2 out of 5 stars","-"
"891",16,"Brandon Johnson",LV,"WR303","13","-","-","2 out of 5 stars","-"
"892",16,"Tyren Montgomery",TEN,"WR304","9","-","-","3 out of 5 stars","-"
"893",16,"Jaden Bradley",WAS,"WR305","7","-","-","2 out of 5 stars","-"
"894",16,"Noah Thomas",CIN,"WR306","6","-","-","4 out of 5 stars","-"
"895",16,"E.J. Williams Jr.",LV,"WR307","13","-","-","2 out of 5 stars","-"
"896",16,"Donaven McCulley",MIA,"WR308","6","-","-","3 out of 5 stars","-"
"897",16,"Rashad Rochelle",SEA,"WR309","11","-","-","3 out of 5 stars","-"
"898",16,"Dontae Fleming",MIN,"WR310","6","-","-","5 out of 5 stars","-"
"899",16,"Junior Bergen",NYJ,"WR311","13","-","-","4 out of 5 stars","-"
"900",16,"Eric Rivers Jr.",TB,"WR312","10","-","-","4 out of 5 stars","-"
"901",16,"Dillon Bell",MIN,"WR313","6","-","-","5 out of 5 stars","-"
"902",16,"Hakeem Butler",FA,"WR314","-","-","-","-","-610"
"903",16,"Josh Kelly",HOU,"WR315","8","-","-","3 out of 5 stars","-"
"904",16,"Malik McClain",NYJ,"WR316","13","-","-","4 out of 5 stars","-"
"905",16,"Dane Key",DEN,"WR317","10","-","-","2 out of 5 stars","-"
"906",16,"AJ Henning",MIA,"WR318","6","-","-","3 out of 5 stars","-"
"907",16,"Jordan Hudson",DAL,"WR319","14","-","-","2 out of 5 stars","-"
"908",16,"Trey Palmer",NO,"WR320","8","-","-","3 out of 5 stars","-"
"909",16,"Stephen Gosnell",BUF,"WR321","7","-","-","4 out of 5 stars","-"
"910",16,"Danny Gray",PHI,"WR322","10","-","-","4 out of 5 stars","-"
"911",16,"Dennis Houston",TB,"WR323","10","-","-","4 out of 5 stars","-"
"912",16,"Treyvhon Saunders",HOU,"WR324","8","-","-","3 out of 5 stars","-"
"913",16,"Kolbe Katsis",DEN,"WR325","10","-","-","2 out of 5 stars","-"
"914",16,"Daniel Sobkowicz",HOU,"WR326","8","-","-","3 out of 5 stars","-"
"915",16,"Dean Patterson IV",TB,"WR327","10","-","-","4 out of 5 stars","-"
"916",16,"Cameron Ross",DEN,"WR328","10","-","-","2 out of 5 stars","-"
"917",16,"Nick DeGennaro",NE,"WR329","11","-","-","2 out of 5 stars","-"
"918",16,"Cameron Dorner",NE,"WR330","11","-","-","2 out of 5 stars","-"
